sentence	label
an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson .	0
confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .	1
the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .	0
takes a simple premise and carries it to unexpected heights .	1
` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '	0
the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style .	1
the star who helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears . ''	0
a good film with a solid pedigree both in front of and , more specifically , behind the camera .	1
a marvelous performance by allison lohman as an identity-seeking foster child .	1
a slow-moving police-procedural thriller that takes its title all too literally .	0
since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .	0
leigh is n't breaking new ground , but he knows how a daily grind can kill love .	1
the master of disguise represents adam sandler 's latest attempt to dumb down the universe .	0
i ca n't say this enough : this movie is about an adult male dressed in pink jammies .	0
-lrb- a -rrb- boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .	0
once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .	0
with so many bad romances out there , this is the kind of movie that deserves a chance to shine .	1
about schmidt is undoubtedly one of the finest films of the year .	1
it does n't reach them , but the effort is gratefully received .	1
- i also wanted a little alien as a friend !	1
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .	1
for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .	0
juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .	1
most of the storylines feel like time fillers between surf shots .	0
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .	1
woody allen has really found his groove these days .	1
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ...	0
delirious fun .	1
what might have been acceptable on the printed page of iles ' book does not translate well to the screen .	0
ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .	0
director david fincher and writer david koepp ca n't sustain it .	0
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .	1
it gets the details of its time frame right but it completely misses its emotions .	0
entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .	1
what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .	0
with a cast of a-list brit actors , it is worth searching out .	1
it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .	1
for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .	0
with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .	0
clooney directs this film always keeping the balance between the fantastic and the believable ...	1
happy times maintains an appealing veneer without becoming too cute about it .	1
tv skit-com material fervently deposited on the big screen .	0
a compelling film .	1
the film 's unhurried pace is actually one of its strengths .	1
it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .	1
most of the things that made the original men in black such a pleasure are still there .	1
cold , sterile and lacking any color or warmth .	0
a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .	0
... the movie feels stitched together from stock situations and characters from other movies .	0
with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .	1
a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .	1
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .	0
there 's nothing to gain from watching they .	0
debut effort by `` project greenlight '' winner is sappy and amateurish .	0
your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !	1
an absurdist spider web .	0
a journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding .	1
rather less than the sum of its underventilated père-fils confrontations .	0
an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else .	1
stay away .	0
contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii	0
skip this dreck , rent animal house and go back to the source .	0
beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .	1
if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for .	1
the film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .	1
the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .	0
it 's sort of a 21st century morality play with a latino hip hop beat .	1
should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .	0
decent but dull .	0
get out your pooper-scoopers .	0
humor in i spy is so anemic .	0
at least it 's a fairly impressive debut from the director , charles stone iii .	1
try as you might to resist , if you 've got a place in your heart for smokey robinson , this movie will worm its way there .	1
if the film has a problem , its shortness disappoints : you want the story to go on and on .	1
there 's not a fresh idea at the core of this tale .	0
this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .	1
this is a movie where the most notable observation is how long you 've been sitting still .	0
technically and artistically inept .	0
... overly melodramatic ...	0
trouble every day is a success in some sense , but it 's hard to like a film so cold and dead .	0
... stumbles over every cheap trick in the book trying to make the outrage come even easier .	0
in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .	0
allen 's funniest and most likeable movie in years .	1
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .	0
the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .	0
the scriptwriters are no less a menace to society than the film 's characters .	0
a big-budget\/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .	1
an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .	1
even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .	0
deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world .	1
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .	0
not once does it come close to being exciting .	0
it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s .	0
the film is hampered by its predictable plot and paper-thin supporting characters .	0
... standard guns versus martial arts cliche with little new added .	1
a noble failure .	0
much of what we see is horrible but it 's also undeniably exceedingly clever .	1
there 's not a comedic moment in this romantic comedy .	0
any rock pile will do for a set .	0
the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight .	1
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .	1
marinated in clichés and mawkish dialogue .	0
this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .	0
in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .	1
in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .	0
while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .	1
the movie is hardly a masterpiece , but it does mark ms. bullock 's best work in some time .	1
unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .	0
an energetic and engaging film that never pretends to be something it is n't .	1
a compelling story of musical passion against governmental odds .	1
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .	0
mindless yet impressively lean spinoff of last summer 's bloated effects fest the mummy returns .	1
what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .	0
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	0
` alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .	1
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .	1
remember it .	1
thoroughly enjoyable .	1
begins like a docu-drama but builds its multi-character story with a flourish .	1
the best comedy concert movie i 've seen since cho 's previous concert comedy film , i 'm the one that i want , in 2000 .	1
you 'll end up moved .	1
i 've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we 've got something pretty damn close .	1
while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .	0
a visual spectacle full of stunning images and effects .	1
it 's always fascinating to watch marker the essayist at work .	1
the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .	1
but even while his characters are acting horribly , he is always sympathetic .	1
narc is all menace and atmosphere .	0
there is simply not enough of interest onscreen to sustain its seventy-minute running time .	0
-lrb- stevens is -rrb- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	0
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .	0
it dabbles all around , never gaining much momentum .	0
being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	0
that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .	1
hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .	1
when -lrb- reno -rrb- lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .	0
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0
despite its visual virtuosity , ` naqoyqatsi ' is banal in its message and the choice of material to convey it .	0
while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .	1
paul bettany is cool .	1
collateral damage is trash , but it earns extra points by acting as if it were n't .	0
it 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .	1
the one not-so-small problem with expecting is that the entire exercise has no real point .	0
when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .	1
the problem with all of this : it 's not really funny .	0
one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin .	0
a modestly surprising movie .	1
it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .	0
as the movie traces mr. brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .	1
to others , it will remind them that hong kong action cinema is still alive and kicking .	1
with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .	0
confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .	0
it 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .	1
a heartening tale of small victories and enduring hope .	1
this franchise has not spawned a single good film .	0
a taut , sobering film .	1
ear-splitting exercise in formula crash-and-bash action .	0
just about everyone involved here seems to be coasting .	0
what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .	1
claims to sort the bad guys from the good , which is its essential problem .	0
surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it .	1
woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg got it right the first time ?	0
although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .	0
makes 98 minutes feel like three hours .	0
the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .	0
shame on writer\/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .	0
spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods .	1
like the hanks character , he 's a slow study : the action is stilted and the tabloid energy embalmed .	0
a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .	1
... is funny in the way that makes you ache with sadness -lrb- the way chekhov is funny -rrb- , profound without ever being self-important , warm without ever succumbing to sentimentality .	1
paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .	0
the verdict : two bodies and hardly a laugh between them .	0
in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .	1
there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .	1
it 's funny , as the old saying goes , because it 's true .	1
special p.o.v. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .	1
taken outside the context of the current political climate -lrb- see : terrorists are more evil than ever ! -rrb-	0
a little weak -- and it is n't that funny .	0
writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon .	0
a forceful drama of an alienated executive who re-invents himself .	1
one of those exceedingly rare films in which the talk alone is enough to keep us involved .	1
an almost unbearably morbid love story .	0
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia	0
if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .	0
there 's a sheer unbridled delight in the way the story unfurls ...	1
implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .	1
very well written and directed with brutal honesty and respect for its audience .	1
impostor is a step down for director gary fleder .	0
moving and vibrant .	1
jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .	1
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .	1
may puzzle his most ardent fans .	0
in other words , it 's badder than bad .	0
may prove to be -lrb- tsai 's -rrb- masterpiece .	1
one of the best , most understated performances of -lrb- jack nicholson 's -rrb- career .	1
after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .	0
the master of disguise falls under the category of ` should have been a sketch on saturday night live . '	0
shows holmes has the screen presence to become a major-league leading lady , -lrb- but -rrb- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .	0
but it was n't .	0
foster breathes life into a roll that could have otherwise been bland and run of the mill .	1
in old-fashioned screenwriting parlance , ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .	0
well-acted , well-directed and , for all its moodiness , not too pretentious .	1
a tired , predictable , bordering on offensive , waste of time , money and celluloid .	0
there 's no disguising this as one of the worst films of the summer .	0
frida is n't that much different from many a hollywood romance .	0
follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .	0
scott baio is turning in some delightful work on indie projects .	1
keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner .	1
like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake .	1
a lame comedy .	0
deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .	1
morvern rocks .	1
a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .	1
when ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre .	0
illiterate , often inert sci-fi action thriller .	0
as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .	1
a film of quiet power .	1
overwrought , melodramatic bodice-ripper .	0
zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .	1
because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .	1
it 's a very valuable film ...	1
bad movie .	0
just when you think you are making sense of it , something happens that tells you there is no sense .	0
the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges .	1
the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .	0
an undistinguished attempt to make a classic theater piece cinematic .	0
it 's pauly shore awful .	0
, `` they 're out there ! ''	1
a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .	0
what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination .	0
oh , james !	1
got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1\/2 - hour , dissipated length .	1
an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .	1
an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .	0
a vivid , sometimes surreal , glimpse into the mysteries of human behavior .	1
it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .	1
a wild comedy that could only spring from the demented mind of the writer of being john malkovich .	1
it 's affecting , amusing , sad and reflective .	1
how can such a cold movie claim to express warmth and longing ?	0
the film did n't convince me that calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side .	0
exciting documentary .	1
at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .	1
a winning piece of work filled with love for the movies of the 1960s .	1
her film is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless .	0
the most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill .	0
gives everyone something to shout about .	1
it 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .	1
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .	1
deliciously mean-spirited and wryly observant .	1
as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	1
though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .	0
jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	1
reassuring , retro uplifter .	1
the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america .	1
there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .	1
this is unusual , food-for-thought cinema that 's as entertaining as it is instructive .	1
much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart .	1
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .	0
what begins brightly gets bogged down over 140 minutes .	0
a painfully slow cliche-ridden film filled with more holes than clyde barrow 's car .	0
the best of the pierce brosnan james bond films to date .	1
drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .	1
to be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for god 's sake !	0
take away the controversy , and it 's not much more watchable than a mexican soap opera .	0
the audacity to view one of shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .	0
the success of undercover brother is found in its ability to spoof both black and white stereotypes equally .	1
too damn weird to pass up , and for the blacklight crowd , way cheaper -lrb- and better -rrb- than pink floyd tickets .	1
you expect more from director michael apted -lrb- enigma -rrb- and screenwriter nicholas kazan -lrb- reversal of fortune -rrb- than this cliche pileup .	0
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .	0
a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .	0
a moving and solidly entertaining comedy\/drama that should bolster director and co-writer juan josé campanella 's reputation in the united states .	1
everything is off .	0
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .	1
pretend like your sat scores are below 120 and you might not notice the flaws .	0
mordantly funny and intimately knowing ...	1
i ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops .	0
it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .	0
each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .	1
there 's ... an underlying old world sexism to monday morning that undercuts its charm .	0
what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .	0
i liked a lot of the smaller scenes .	1
some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .	0
beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .	1
nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .	1
bring tissues .	1
an enthralling , entertaining feature .	1
as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	1
well-made but mush-hearted .	1
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other .	1
assured , glossy and shot through with brittle desperation .	1
a damn fine and a truly distinctive and a deeply pertinent film .	1
filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it .	1
despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '	0
a surprisingly sweet and gentle comedy .	1
... begins with promise , but runs aground after being snared in its own tangled plot .	0
although what time offers tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .	1
a dull , inconsistent , dishonest female bonding picture .	0
a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .	1
with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .	1
by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .	0
it has that rare quality of being able to creep the living hell out of you ...	1
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !	1
what goes on for the 110 minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .	0
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .	0
the script was reportedly rewritten a dozen times -- either 11 times too many or else too few .	0
the master of disguise may have made a great saturday night live sketch , but a great movie it is not .	0
if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept ?	0
i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .	0
i 've seen some bad singer-turned actors , but lil bow wow takes the cake .	0
`` nicholas nickleby '' is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year .	1
it wo n't hold up over the long haul , but in the moment , finch 's tale provides the forgettable pleasures of a saturday matinee .	1
was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?	0
how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .	1
a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .	0
pretty good little movie .	1
if nothing else , `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.	0
angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .	1
nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .	0
even when he 's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .	1
the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .	1
-lrb- t -rrb- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .	0
this movie is about the worst thing chan has done in the united states .	0
amazing !	1
the ya-ya 's have many secrets and one is - the books are better .	0
the plot 's contrivances are uncomfortably strained .	0
a thoroughly entertaining comedy that uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos .	1
kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .	1
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .	1
the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .	1
we 've liked klein 's other work but rollerball left us cold .	0
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .	1
a markedly inactive film , city is conversational bordering on confessional .	0
clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	1
soderbergh , like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .	1
there is no denying the power of polanski 's film ...	1
to be oblivious to the existence of this film would be very sweet indeed .	0
though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary .	1
the beautifully choreographed kitchen ballet is simple but absorbing .	1
from the opening strains of the average white band 's `` pick up the pieces '' , you can feel the love .	1
empire ca n't make up its mind whether it wants to be a gangster flick or an art film .	0
the result is so tame that even slightly wised-up kids would quickly change the channel .	0
a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .	1
thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .	1
director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .	1
storytelling feels slight .	0
witty , vibrant , and intelligent .	1
despite its shortcomings , girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming-of-age genre .	1
interesting and thoroughly unfaithful version of carmen	1
thanks to a small star with big heart , this family film sequel is plenty of fun for all .	1
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	1
it 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .	1
we get the comedy we settle for .	0
eerily accurate depiction of depression .	0
schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .	0
feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .	0
extraordinary debut from josh koury .	1
... a bland murder-on-campus yawner .	0
cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .	1
just like a splendid meal , red dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .	1
feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .	0
features what is surely the funniest and most accurate depiction of writer 's block ever .	1
whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	1
surprisingly powerful and universal .	1
the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .	0
even murphy 's expert comic timing and famed charisma ca n't rescue this effort .	0
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .	1
an intelligent , multi-layered and profoundly humanist -lrb- not to mention gently political -rrb- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	1
if hill is n't quite his generation 's don siegel -lrb- or robert aldrich -rrb- , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché .	0
and neither do cliches , no matter how ` inside ' they are .	0
strictly a ` guy 's film ' in the worst sense of the expression .	0
a lightweight , uneven action comedy that freely mingles french , japanese and hollywood cultures .	0
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .	0
can you bear the laughter ?	1
`` abandon '' will leave you wanting to abandon the theater .	0
the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .	0
not as good as the full monty , but a really strong second effort .	1
asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .	1
audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .	1
... a solid , unassuming drama .	1
a formula family tearjerker told with a heavy irish brogue ... accentuating , rather than muting , the plot 's saccharine thrust .	1
it 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .	1
the holiday message of the 37-minute santa vs. the snowman leaves a lot to be desired .	0
